Age.Group,Ethnicity,Gender,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
79,Non-Maori,Female,7910,8270,8410,8560,8420,8710,8370,8160,9570,9840,9900,9620,9800,10070,9940,9930,9950,10060,10320,10440,10060,10120,10090
80,Non-Maori,Female,7040,7500,7820,7950,8150,8010,8270,7970,7800,9160,9420,9460,9210,9430,9650,9550,9570,9590,9700,9960,10090,9710,9790
81,Non-Maori,Female,6600,6610,7060,7380,7520,7730,7580,7810,7570,7410,8720,8970,9010,8800,9020,9230,9200,9200,9220,9330,9580,9710,9380
82,Non-Maori,Female,6150,6170,6190,6620,6910,7050,7240,7180,7360,7130,7000,8220,8480,8510,8330,8560,8780,8790,8790,8820,8920,9170,9320
83,Non-Maori,Female,5270,5690,5710,5760,6140,6400,6580,6770,6720,6890,6680,6580,7750,7970,8010,7840,8120,8310,8330,8320,8380,8480,8730
84,Non-Maori,Female,4610,4830,5230,5270,5310,5650,5900,6090,6300,6280,6420,6190,6130,7200,7440,7500,7360,7610,7810,7840,7830,7870,8040
85,Non-Maori,Female,4140,4180,4390,4780,4810,4820,5180,5420,5590,5810,5780,5870,5670,5630,6640,6890,6950,6850,7100,7300,7310,7330,7350
86,Non-Maori,Female,3510,3710,3760,3930,4310,4330,4390,4750,4910,5100,5310,5260,5330,5160,5120,6060,6350,6390,6320,6560,6760,6730,6780
87,Non-Maori,Female,2990,3100,3290,3340,3500,3850,3890,3930,4290,4420,4590,4750,4720,4780,4660,4630,5500,5730,5800,5760,5990,6160,6190
88,Non-Maori,Female,2460,2610,2730,2900,2940,3080,3400,3440,3470,3810,3940,4030,4200,4190,4240,4170,4150,4930,5170,5240,5190,5410,5580
89,Non-Maori,Female,2030,2130,2270,2370,2510,2540,2660,2940,3030,3030,3360,3460,3520,3660,3670,3710,3680,3680,4350,4580,4650,4600,4830
90+,Non-Maori,Female,6850,7160,7530,7910,8240,8620,8970,9510,10180,10660,11190,11850,12250,12800,13300,13730,14150,14410,14780,15720,16570,17260,17970
All ages,Non-Maori,Female,1537600,1548700,1562600,1580300,1601000,1623700,1644100,1657700,1665800,1674100,1683900,1711700,1745800,1773800,1795300,1819000,1836000,1850300,1867100,1886600,1899300,1907600,1921000
0,Total,Total,60570,59520,58290,57700,57810,57360,56930,57360,55710,56710,55950,54970,55900,57700,57920,59040,61800,64030,63180,63630,62370,60710,59930
1,Total,Total,59230,60480,59530,58540,58050,58190,57520,56930,57210,55530,56480,56230,55120,55690,57270,57590,58900,61660,63970,63160,63400,61980,60590
2,Total,Total,57500,59250,60630,59880,59010,58610,58520,57610,56790,57050,55320,56940,56850,55500,55890,57540,57710,58870,61730,64030,62990,63070,61890
3,Total,Total,56350,57520,59390,60970,60390,59630,58970,58660,57480,56660,56910,55800,57670,57350,55740,56120,57690,57730,59000,61850,63830,62700,62990
4,Total,Total,53670,56440,57670,59760,61520,60990,60040,59130,58580,57420,56570,57270,56470,58220,57710,55960,56260,57720,57870,59100,61700,63540,62530
5,Total,Total,53180,53740,56640,58030,60350,62170,61390,60180,59080,58500,57370,57050,57830,57010,58610,58100,56150,56350,57860,57990,59000,61420,63340
6,Total,Total,52460,53240,53910,56980,58580,61030,62640,61500,60120,59010,58410,58020,57710,58170,57310,59030,58250,56180,56390,57990,57900,58710,61220
7,Total,Total,51780,52510,53400,54240,57530,59230,61540,62840,61460,60050,58930,59060,58840,58110,58280,57660,59210,58240,56150,56450,57900,57620,58500
8,Total,Total,51190,51840,52700,53760,54790,58180,59700,61800,62860,61370,59990,59550,59900,59480,58310,58430,57830,59280,58280,56230,56350,57650,57460
9,Total,Total,51290,51270,52040,53070,54280,55440,58640,59910,61880,62860,61290,60650,60360,60560,59890,58610,58580,57870,59310,58370,56140,56050,57500
10,Total,Total,52510,51380,51490,52430,53590,54900,56040,58860,59930,61910,62880,61960,61530,60950,60950,60420,58820,58560,57890,59400,58250,55870,55920
11,Total,Total,52060,52640,51630,51910,52960,54220,55430,56410,58910,59940,62030,63510,62780,62150,61290,61430,60590,58820,58520,57950,59260,58000,55700
12,Total,Total,51520,52180,52900,52040,52490,53590,54690,55680,56620,58960,60000,62590,64200,63280,62520,61720,61570,60590,58810,58580,57820,59060,57820
13,Total,Total,50820,51680,52470,53340,52630,53130,53980,54910,55800,56820,59070,60510,63220,64650,63560,62950,61890,61580,60630,58890,58520,57610,58890
14,Total,Total,52980,50990,52000,52970,53950,53300,53600,54110,55000,55940,57100,59580,61190,63680,64910,63960,63130,61970,61670,60820,58880,58390,57480
15,Total,Total,53610,53220,51340,52540,53620,54690,53860,53810,54200,55230,56230,57790,60320,61750,64000,65320,64260,63290,62170,62050,61020,58980,58480
16,Total,Total,55670,53880,53600,51920,53270,54370,55210,54150,54100,54640,55730,57230,58760,61080,62300,64590,65820,64630,63770,62810,62490,61290,59330
17,Total,Total,57900,55820,54130,54020,52520,53900,54710,55250,54280,54630,55280,57030,58470,59450,61420,62770,65010,66170,65060,64370,63160,62660,61510
18,Total,Total,59420,57910,55930,54350,54370,52920,54040,54480,55000,54470,55550,57150,58620,59140,59460,61490,62910,65150,66510,65550,64640,63310,62950
19,Total,Total,61390,59330,57970,56100,54610,54610,52970,53720,54060,54800,55250,57670,59020,59310,59270,59580,61750,63260,65810,67540,66320,65200,64040
20,Total,Total,61410,61020,59160,57820,56160,54660,54430,52570,53180,53640,54950,56740,59400,59590,59420,59540,59910,62230,64150,67130,68650,66890,65980
21,Total,Total,59360,60580,60320,58490,57250,55700,54000,53460,51620,52230,53140,55450,57760,59570,59250,59280,59480,59960,62790,65060,67730,68660,67130
22,Total,Total,57880,58320,59590,59300,57460,56300,54650,52570,51800,50180,51150,53260,55830,57490,58810,58660,58760,59120,60160,63380,65150,67280,68540
23,Total,Total,55560,57070,57510,58750,58310,56500,55200,53130,50740,49980,48860,51210,53640,55400,56660,58090,58040,58330,59280,60660,63360,64800,67370
24,Total,Total,54240,55100,56640,57020,58050,57630,55580,53840,51550,49070,48450,48930,51650,53340,54650,56010,57640,57670,58620,59790,60690,63110,65160
25,Total,Total,53510,54050,54900,56490,56650,57740,57070,54600,52550,50210,47830,48610,49450,51620,52830,54230,55770,57380,58040,59220,59950,60630,63610
26,Total,Total,54470,53590,54140,55110,56590,56860,57710,56540,53770,51760,49380,48240,49340,49760,51470,52790,54230,55620,57760,58720,59280,60070,61340
27,Total,Total,57150,54740,53940,54600,55620,57260,57290,57480,56020,53390,51260,50040,49260,50030,50060,51760,53030,54360,56190,58480,58840,59500,60860
28,Total,Total,59070,57530,55240,54570,55460,56600,58050,57520,57420,56130,53450,52190,51410,50360,50740,50690,52260,53430,55110,56940,58840,59200,60410
29,Total,Total,59860,59480,58120,56080,55630,56740,57630,58520,57730,57800,56630,54760,53870,52770,51380,51570,51460,52850,54260,55860,57460,59360,60140
30,Total,Total,59380,60210,60000,58970,57270,57110,57920,58200,58680,58040,58250,58130,56680,55350,53910,52430,52330,52130,53710,55080,56430,58030,60330
31,Total,Total,57990,59670,60610,60690,59980,58530,58190,58460,58330,58760,58260,59480,59910,58110,56350,54860,53080,52840,52820,54320,55510,56870,58820
32,Total,Total,57120,58160,59950,61110,61540,61020,59340,58550,58520,58270,58720,59060,60830,61000,58910,57010,55270,53370,53220,53120,54440,55590,57320
33,Total,Total,55130,57280,58430,60420,61840,62640,61780,59650,58610,58570,58280,59470,60230,61770,61670,59570,57370,55470,53590,53400,53150,54360,55810
34,Total,Total,54320,55250,57540,58940,61150,62910,63400,61990,59650,58650,58680,59070,60720,61180,62490,62380,59940,57560,55690,53800,53410,53140,54550
35,Total,Total,53360,54440,55510,58040,59720,62190,63610,63640,61970,59680,58720,59420,60230,61650,61880,63250,62710,60080,57760,55890,53790,53330,53300
36,Total,Total,51940,53470,54700,55960,58700,60580,62780,63900,63700,61960,59760,59470,60360,61050,62300,62550,63580,62860,60260,57880,55830,53700,53440
37,Total,Total,51060,52050,53720,55110,56550,59400,61050,63000,63910,63630,61870,60510,60430,61030,61560,62940,62780,63670,62990,60380,57750,55690,53810
38,Total,Total,49680,51170,52290,54140,55710,57270,59870,61180,62990,63810,63520,62570,61490,61130,61400,62080,63160,62780,63770,63040,60250,57530,55740
39,Total,Total,49240,49800,51410,52740,54740,56430,57760,59960,61110,62900,63670,64220,63530,62160,61560,61800,62250,63150,62850,63800,62850,60070,57570
40,Total,Total,48810,49350,50040,51820,53360,55480,56880,57950,59880,61020,62800,64260,65150,64220,62560,62050,61960,62240,63190,62870,63610,62630,60100
41,Total,Total,48860,48900,49530,50390,52350,54010,55910,57010,57850,59740,60880,63320,65030,65800,64580,63030,62220,61950,62220,63170,62690,63360,62530
42,Total,Total,48820,48970,49070,49840,50860,52850,54290,55970,56880,57660,59570,61370,64020,65570,66150,64980,63140,62200,61870,62160,62980,62410,63270
43,Total,Total,49100,48890,49120,49370,50270,51320,53050,54310,55830,56710,57520,59960,61970,64500,65830,66530,65010,63030,62120,61800,61920,62680,62300
44,Total,Total,48720,49160,49010,49410,49780,50690,51570,52970,54140,55630,56540,57870,60490,62310,64730,66090,66560,64830,62920,62060,61540,61630,62500
45,Total,Total,42740,48750,49260,49290,49790,50160,50940,51520,52750,53910,55440,56930,58380,60800,62470,64930,66040,66350,64640,62810,61840,61210,61440
46,Total,Total,40140,42720,48800,49440,49540,50100,50340,50910,51300,52450,53640,55780,57430,58670,60960,62610,64840,65820,66140,64450,62510,61480,60980
47,Total,Total,37900,40080,42700,48890,49630,49730,50210,50280,50730,50960,52120,53860,56120,57690,58760,61020,62450,64590,65590,65920,64150,62130,61190
48,Total,Total,35800,37850,40040,42770,49060,49810,49770,50100,50090,50470,50670,52250,54130,56330,57760,58810,60830,62150,64370,65360,65560,63710,61810
49,Total,Total,38260,35720,37790,40060,42830,49160,49830,49630,49880,49820,50190,50770,52440,54280,56390,57850,58600,60540,61910,64150,64980,65090,63370
50,Total,Total,38060,38170,35650,37790,40060,42860,49190,49690,49370,49590,49520,50180,50910,52500,54270,56370,57610,58290,60260,61680,63790,64520,64770
51,Total,Total,35480,37940,38070,35590,37760,40040,42860,49080,49430,49070,49270,49490,50260,50980,52490,54170,56130,57280,58000,60040,61290,63340,64160
52,Total,Total,32920,35370,37820,37940,35500,37690,39950,42730,48860,49140,48730,49230,49510,50210,50930,52380,53880,55780,56970,57790,59670,60840,62990
53,Total,Total,31490,32810,35270,37700,37830,35410,37640,39850,42570,48630,48850,48620,49220,49430,50080,50850,52100,53550,55530,56770,57440,59280,60520
54,Total,Total,30520,31380,32660,35120,37550,37690,35300,37570,39700,42360,48410,48780,48570,49130,49290,49930,50560,51830,53290,55320,56450,57100,58980
55,Total,Total,29380,30390,31210,32500,34980,37420,37600,35130,37430,39480,42180,48340,48720,48450,49010,49150,49680,50290,51620,53090,55010,56140,56830
56,Total,Total,28520,29190,30240,31050,32320,34820,37320,37480,34920,37240,39330,42140,48290,48620,48320,48890,48930,49380,50060,51430,52840,54730,55910
57,Total,Total,28480,28310,29010,30050,30860,32140,34720,37210,37320,34710,37090,39260,42120,48230,48510,48160,48640,48650,49120,49900,51180,52600,54500
58,Total,Total,28630,28260,28100,28810,29880,30690,32040,34630,37090,37140,34530,36990,39210,42060,48120,48360,47920,48350,48390,48950,49670,50950,52410
59,Total,Total,28940,28400,28030,27910,28620,29650,30550,31950,34480,36910,36950,34430,36910,39100,41950,47970,48150,47650,48090,48190,48740,49470,50740
60,Total,Total,30010,28680,28160,27790,27660,28360,29470,30460,31820,34300,36730,36830,34320,36810,38980,41810,47740,47910,47390,47900,48000,48530,49300
61,Total,Total,29670,29730,28430,27900,27540,27400,28210,29350,30340,31630,34160,36580,36750,34200,36680,38870,41590,47470,47660,47200,47700,47780,48360
62,Total,Total,29200,29330,29400,28150,27620,27250,27260,28080,29190,30170,31450,34000,36440,36590,34050,36540,38640,41340,47200,47420,46970,47500,47590
63,Total,Total,28960,28830,28950,29060,27810,27290,27020,27130,27930,29030,30020,31260,33810,36250,36410,33920,36300,38410,41100,46980,47160,46740,47330
64,Total,Total,28510,28520,28450,28570,28670,27430,26990,26790,26970,27760,28850,29830,31090,33610,36070,36270,33690,36080,38210,40910,46760,46950,46560
65,Total,Total,27940,28000,28050,28000,28090,28220,27060,26710,26520,26770,27580,28620,29600,30880,33390,35880,36010,33460,35850,37990,40710,46530,46710
66,Total,Total,27310,27400,27480,27550,27510,27590,27770,26670,26380,26200,26570,27280,28360,29360,30630,33150,35550,35700,33190,35600,37710,40400,46230
67,Total,Total,26030,26790,26870,26940,27020,26990,27110,27330,26290,26010,25890,26240,26970,28040,29110,30380,32830,35190,35400,32890,35300,37350,40090
68,Total,Total,25260,25450,26220,26320,26400,26450,26440,26610,26910,25840,25630,25540,25850,26580,27730,28830,30020,32450,34820,35040,32550,34930,37050
69,Total,Total,24930,24670,24820,25660,25760,25800,25890,25840,26100,26400,25420,25200,25140,25440,26250,27420,28470,29650,32040,34420,34640,32160,34550
70,Total,Total,23970,24290,23990,24210,25010,25100,25160,25290,25250,25580,25890,24970,24730,24720,25040,25890,27000,28080,29240,31620,33970,34170,31750
71,Total,Total,22540,23260,23620,23350,23580,24320,24420,24510,24650,24640,25040,25330,24440,24200,24290,24640,25470,26570,27650,28840,31130,33470,33690
72,Total,Total,18990,21850,22570,22930,22640,22900,23650,23730,23830,24010,24020,24440,24770,23890,23690,23830,24180,25010,26090,27200,28370,30610,32960
73,Total,Total,18600,18350,21120,21840,22180,21890,22200,22940,23050,23150,23360,23360,23850,24160,23340,23140,23290,23690,24520,25610,26710,27860,30100
74,Total,Total,18600,17890,17670,20350,21070,21390,21130,21510,22190,22320,22430,22700,22710,23210,23520,22770,22580,22720,23140,23990,25120,26180,27330
75,Total,Total,17520,17880,17140,16940,19550,20220,20580,20360,20750,21450,21560,21700,22000,22050,22540,22880,22180,22000,22140,22560,23420,24550,25600
76,Total,Total,16810,16740,17080,16400,16220,18720,19410,19750,19530,19980,20710,20800,20960,21260,21370,21870,22220,21560,21430,21580,21980,22820,23940
77,Total,Total,15930,16020,15910,16300,15630,15420,17910,18640,18910,18690,19220,19920,20020,20180,20490,20640,21150,21510,20900,20800,20960,21320,22180
78,Total,Total,14680,15080,15170,15080,15480,14830,14670,17120,17790,18050,17840,18370,19050,19170,19400,19710,19900,20400,20760,20240,20100,20280,20620
79,Total,Total,13260,13820,14200,14310,14240,14620,14030,13910,16220,16900,17140,16970,17530,18200,18300,18540,18870,19120,19580,20020,19510,19380,19570
80,Total,Total,11690,12380,12890,13260,13410,13350,13720,13170,13100,15310,16010,16200,16060,16650,17270,17430,17690,17990,18270,18740,19210,18690,18590
81,Total,Total,10630,10830,11490,12020,12350,12520,12460,12780,12330,12310,14400,15080,15230,15150,15730,16340,16560,16800,17090,17400,17870,18300,17870
82,Total,Total,9660,9780,9990,10650,11100,11420,11600,11600,11870,11440,11500,13440,14080,14220,14180,14790,15410,15620,15880,16160,16470,16950,17400
83,Total,Total,8290,8790,8900,9150,9780,10160,10490,10700,10710,10940,10560,10640,12490,13040,13220,13200,13870,14380,14630,14880,15170,15520,15980
84,Total,Total,7110,7460,7950,8060,8300,8890,9200,9570,9840,9840,10070,9650,9780,11450,12000,12220,12250,12880,13360,13610,13860,14110,14540
85,Total,Total,6230,6370,6670,7130,7240,7440,8000,8300,8680,8940,8940,9110,8740,8850,10430,10960,11200,11270,11870,12320,12530,12810,13010
86,Total,Total,5180,5520,5670,5870,6320,6420,6630,7180,7410,7780,8050,8000,8170,7840,7930,9420,9980,10150,10280,10850,11300,11440,11720
87,Total,Total,4350,4490,4810,4960,5140,5520,5670,5850,6360,6570,6910,7100,7100,7260,6990,7070,8430,8920,9130,9280,9810,10200,10360
88,Total,Total,3560,3760,3880,4170,4280,4460,4800,4950,5090,5560,5740,5980,6180,6240,6340,6180,6260,7480,7970,8150,8270,8730,9100
89,Total,Total,2920,3030,3220,3340,3580,3650,3790,4110,4290,4380,4790,4950,5120,5310,5390,5490,5380,5470,6540,6990,7170,7220,7660
90+,Total,Total,9060,9580,10030,10700,11090,11630,12170,12830,13580,14450,15120,15890,16700,17420,18170,18890,19560,20260,20870,22390,23810,25290,26760
All ages,Total,Total,3495800,3533000,3573600,3621600,3675800,3733900,3782600,3815800,3837300,3860200,3887000,3951200,4027700,4088700,4136000,4186900,4230700,4271100,4318100,4370200,4407400,4435700,4475100
0,Total,Male,31050,30820,30060,29730,29760,29660,29120,29460,28640,29090,28550,27980,28670,29520,29660,30140,31710,32850,32640,32580,32030,31090,30620
1,Total,Male,30190,31000,30820,30190,29920,29970,29750,29090,29370,28560,28970,28680,28070,28550,29310,29490,30080,31610,32810,32640,32460,31830,31030
2,Total,Male,29400,30190,31090,31010,30440,30230,30150,29780,29000,29320,28450,29180,29010,28270,28670,29460,29580,30090,31640,32850,32540,32310,31800
3,Total,Male,28930,29390,30250,31280,31280,30780,30400,30210,29720,28940,29230,28670,29530,29270,28400,28790,29560,29620,30170,31680,32730,32420,32300
4,Total,Male,27570,28960,29450,30450,31580,31620,30980,30480,30150,29700,28900,29380,28990,29800,29470,28530,28870,29590,29710,30190,31590,32590,32350
5,Total,Male,27090,27610,29070,29630,30760,31940,31800,31040,30450,30120,29700,29140,29650,29240,29990,29670,28620,28930,29660,29750,30110,31430,32470
6,Total,Male,26860,27120,27720,29260,29910,31130,32140,31840,31010,30420,30080,29990,29500,29810,29380,30210,29750,28640,28950,29720,29680,29950,31320
7,Total,Male,26580,26900,27210,27900,29550,30280,31380,32210,31810,31000,30370,30380,30380,29700,29840,29530,30310,29770,28630,29010,29660,29550,29850
8,Total,Male,26350,26620,27010,27400,28190,29900,30510,31520,32190,31760,30980,30660,30820,30680,29810,29880,29630,30360,29800,28710,28960,29540,29470
9,Total,Male,26420,26390,26730,27210,27690,28530,30110,30600,31570,32160,31710,31300,31070,31150,30840,29950,29960,29660,30360,29870,28650,28810,29470
10,Total,Male,26990,26470,26510,26940,27500,28040,28830,30200,30610,31570,32140,32050,31720,31360,31310,31060,30060,29950,29670,30410,29790,28520,28740
11,Total,Male,26670,27060,26600,26730,27200,27830,28310,29000,30220,30610,31630,32460,32440,31980,31500,31530,31160,30080,29940,29720,30320,29670,28430
12,Total,Male,26130,26740,27190,26820,27030,27540,28050,28430,29110,30220,30610,31900,32800,32660,32120,31680,31600,31170,30080,29970,29640,30220,29580
13,Total,Male,25810,26230,26900,27430,27130,27380,27710,28140,28500,29190,30230,30860,32200,33030,32780,32290,31770,31620,31200,30110,29960,29560,30150
14,Total,Male,26790,25900,26410,27160,27750,27480,27570,27710,28170,28570,29320,30450,31190,32400,33150,32940,32380,31810,31680,31280,30110,29920,29510
15,Total,Male,27070,26920,26070,26700,27500,28150,27700,27600,27690,28240,28720,29620,30790,31460,32500,33340,33060,32450,31910,31850,31370,30160,29960
16,Total,Male,27840,27210,27090,26370,27080,27870,28320,27720,27660,27810,28440,29110,30030,31100,31660,32710,33530,33200,32650,32210,32040,31480,30320
17,Total,Male,28970,27920,27330,27300,26690,27390,27920,28210,27680,27850,28060,29010,29630,30290,31230,31870,32880,33720,33390,32960,32380,32130,31590
18,Total,Male,29620,28980,27970,27460,27510,26930,27380,27710,27990,27710,28330,29020,29760,29900,30270,31270,32000,33020,33960,33750,33230,32590,32370
19,Total,Male,30490,29630,29010,28090,27650,27660,26880,27120,27400,27800,28090,29470,29950,30040,29860,30280,31480,32280,33490,34630,34370,33710,33140
20,Total,Male,30540,30390,29570,28950,28140,27670,27510,26530,26700,27070,27770,28860,30290,30120,29900,29860,30480,31790,32850,34290,35390,34850,34280
21,Total,Male,29620,30170,30060,29250,28620,27910,27270,26890,25880,26100,26700,27980,29350,30210,29770,29660,29850,30570,32180,33450,34790,35570,35140
22,Total,Male,29030,29090,29670,29540,28680,28110,27300,26470,25930,25070,25490,26720,28160,29100,29680,29310,29390,29770,30810,32640,33690,34740,35670
23,Total,Male,27480,28580,28640,29220,28960,28160,27480,26430,25440,24960,24330,25500,26890,27860,28550,29140,28980,29250,29990,31190,32740,33620,34960
24,Total,Male,26650,27210,28260,28300,28770,28500,27590,26670,25480,24480,24100,24290,25650,26610,27340,28060,28860,28810,29480,30340,31240,32630,33870
25,Total,Male,26480,26490,27030,28050,27980,28440,28090,26910,25800,24670,23700,24050,24450,25430,26140,26940,27820,28670,28990,29790,30400,31130,32830
26,Total,Male,26850,26440,26430,27000,27920,27910,28210,27640,26220,25190,24040,23790,24280,24390,25120,25900,26810,27620,28800,29280,29770,30350,31420
27,Total,Male,28060,26960,26520,26510,27090,28040,27940,27820,27140,25760,24710,24250,24130,24400,24320,25030,25880,26740,27800,29090,29230,29770,30710
28,Total,Male,28800,28240,27170,26730,26840,27450,28230,27840,27570,27060,25580,25060,24790,24480,24570,24410,25180,25960,27040,28090,29160,29310,30190
29,Total,Male,29250,29010,28560,27570,27210,27430,27840,28290,27830,27660,27190,26160,25810,25320,24840,24810,24720,25400,26330,27320,28270,29370,29750
30,Total,Male,28950,29430,29310,28980,28160,27910,27930,28010,28220,27890,27780,27870,27030,26420,25770,25230,25110,25000,25770,26650,27540,28510,29850
31,Total,Male,28600,29110,29610,29630,29460,28760,28390,28150,27980,28150,27950,28350,28680,27650,26840,26170,25490,25360,25300,26010,26820,27730,28900
32,Total,Male,28100,28700,29220,29800,30030,29930,29080,28530,28130,27900,28060,28300,28970,29150,28000,27090,26330,25630,25540,25420,26060,26850,27960
33,Total,Male,27160,28200,28810,29420,30140,30530,30260,29150,28500,28140,27890,28390,28810,29400,29430,28250,27240,26420,25740,25600,25410,26030,26980
34,Total,Male,26830,27240,28330,29060,29770,30670,30890,30300,29050,28450,28190,28250,28950,29200,29720,29690,28440,27330,26540,25820,25600,25400,26150
35,Total,Male,26340,26920,27370,28580,29450,30330,31020,30980,30220,28970,28450,28530,28790,29370,29490,30050,29840,28500,27390,26610,25790,25590,25470
36,Total,Male,25550,26400,27050,27600,28890,29880,30600,31150,30950,30140,28930,28810,28970,29190,29680,29780,30190,29920,28570,27440,26570,25770,25670
37,Total,Male,25220,25620,26510,27230,27860,29230,30040,30640,31110,30840,30020,29290,29260,29290,29420,30000,29900,30240,29970,28630,27390,26500,25840
38,Total,Male,24540,25290,25730,26690,27510,28220,29430,30010,30550,31020,30720,30330,29770,29580,29450,29690,30130,29890,30290,29980,28550,27280,26560
39,Total,Male,24500,24630,25400,25950,26980,27860,28440,29410,29910,30460,30900,31020,30790,30100,29790,29670,29810,30120,29960,30280,29860,28460,27350
40,Total,Male,24300,24550,24740,25600,26290,27380,28090,28490,29330,29810,30360,31180,31450,31120,30290,30010,29780,29780,30160,29940,30170,29750,28500
41,Total,Male,24310,24360,24640,24910,25860,26610,27590,28150,28410,29240,29700,30620,31550,31740,31300,30470,30090,29780,29790,30150,29840,30040,29720
42,Total,Male,24460,24400,24470,24790,25150,26130,26730,27600,28050,28270,29140,29950,30990,31810,31900,31470,30520,30080,29740,29750,30050,29710,30020
43,Total,Male,24390,24520,24490,24610,25030,25400,26240,26690,27480,27930,28170,29340,30270,31230,31930,32050,31490,30470,30040,29690,29630,29910,29690
44,Total,Male,24250,24450,24590,24640,24830,25270,25510,26170,26600,27360,27830,28330,29620,30420,31350,32030,32080,31400,30430,30010,29560,29490,29860
45,Total,Male,21310,24280,24530,24760,24850,25080,25400,25460,26040,26450,27260,28020,28600,29770,30510,31460,32010,31990,31320,30370,29900,29380,29420
46,Total,Male,19980,21310,24340,24660,24910,25040,25180,25380,25320,25860,26310,27450,28300,28740,29840,30550,31410,31910,31900,31220,30210,29720,29300
47,Total,Male,19050,19980,21320,24440,24790,25040,25080,25150,25270,25130,25670,26440,27640,28430,28780,29860,30470,31300,31790,31770,31050,30020,29600
48,Total,Male,17890,19040,19950,21370,24550,24910,25040,25000,25030,25130,24960,25760,26580,27740,28460,28770,29780,30310,31210,31670,31560,30840,29860
49,Total,Male,19120,17850,19010,19970,21440,24640,24910,24950,24860,24860,24970,25030,25850,26640,27770,28480,28660,29600,30190,31100,31480,31330,30690
50,Total,Male,19060,19090,17830,19020,20010,21500,24660,24830,24770,24670,24650,24980,25120,25870,26630,27770,28370,28490,29460,30050,30910,31230,31180
51,Total,Male,17750,18990,19050,17810,19030,20030,21490,24570,24660,24560,24460,24610,25020,25150,25830,26570,27650,28200,28340,29330,29850,30670,31050
52,Total,Male,16350,17690,18930,18980,17770,19000,19950,21400,24420,24480,24330,24420,24570,24960,25140,25760,26420,27460,28030,28210,29120,29610,30500
53,Total,Male,15750,16290,17630,18850,18920,17720,18950,19860,21280,24240,24290,24260,24390,24490,24890,25090,25600,26230,27320,27890,28000,28900,29440
54,Total,Male,15150,15680,16220,17560,18770,18840,17640,18870,19760,21120,24080,24230,24210,24320,24380,24770,24920,25460,26090,27180,27700,27800,28720
55,Total,Male,14640,15080,15580,16140,17500,18690,18760,17510,18770,19610,20990,24010,24200,24130,24230,24250,24630,24760,25360,25960,26990,27510,27650
56,Total,Male,14430,14520,14980,15490,16040,17420,18620,18650,17370,18630,19500,20930,23960,24130,24040,24110,24110,24440,24600,25220,25790,26800,27350
57,Total,Male,14240,14300,14410,14870,15370,15930,17350,18530,18530,17240,18510,19450,20880,23870,24020,23910,23960,23940,24290,24480,25060,25630,26660
58,Total,Male,14310,14120,14180,14300,14760,15260,15840,17270,18440,18410,17120,18440,19400,20830,23780,23900,23750,23800,23790,24180,24330,24900,25500
59,Total,Male,14600,14180,14000,14060,14170,14620,15160,15740,17160,18310,18270,17040,18370,19330,20730,23650,23770,23600,23640,23670,24020,24180,24760
60,Total,Male,15060,14430,14020,13860,13910,14010,14500,15080,15620,17040,18180,18190,16970,18300,19240,20610,23490,23590,23450,23530,23520,23870,24060
61,Total,Male,14850,14900,14280,13870,13720,13740,13890,14410,14980,15480,16940,18090,18130,16880,18220,19150,20460,23310,23420,23330,23390,23370,23760
62,Total,Male,14620,14650,14700,14110,13690,13550,13630,13770,14300,14870,15330,16830,17990,18000,16770,18110,19000,20310,23130,23250,23180,23250,23240
63,Total,Male,14550,14390,14420,14510,13910,13480,13410,13540,13640,14200,14770,15210,16700,17850,17870,16670,17950,18860,20150,23000,23090,23020,23130
64,Total,Male,14240,14260,14140,14190,14270,13690,13280,13260,13420,13510,14070,14640,15110,16560,17730,17760,16520,17810,18740,20040,22860,22950,22900
65,Total,Male,13740,13920,13960,13870,13880,14000,13430,13090,13080,13280,13380,13910,14490,14990,16400,17590,17600,16380,17670,18600,19920,22740,22810
66,Total,Male,13170,13410,13580,13640,13550,13580,13700,13180,12880,12870,13140,13200,13740,14350,14820,16220,17390,17410,16210,17510,18440,19740,22560
67,Total,Male,12360,12830,13080,13250,13300,13230,13280,13410,12930,12630,12670,12930,13030,13540,14180,14660,16030,17180,17220,16030,17350,18230,19560
68,Total,Male,11780,11990,12470,12730,12890,12940,12890,12960,13140,12630,12390,12450,12710,12810,13350,14010,14450,15800,16960,17000,15850,17150,18040
69,Total,Male,11390,11440,11600,12110,12360,12510,12590,12520,12650,12820,12370,12110,12210,12450,12630,13170,13810,14230,15560,16710,16780,15610,16930
70,Total,Male,10820,11030,11030,11210,11710,11940,12120,12230,12160,12340,12490,12090,11820,11960,12200,12440,12930,13570,14000,15320,16450,16500,15370
71,Total,Male,9950,10390,10610,10650,10860,11280,11530,11710,11870,11800,11970,12150,11760,11510,11690,11960,12180,12670,13320,13770,15050,16150,16230
72,Total,Male,8290,9550,9980,10210,10240,10450,10880,11110,11300,11480,11410,11620,11820,11440,11200,11410,11700,11920,12390,13040,13490,14740,15850
73,Total,Male,7930,7930,9130,9560,9770,9800,10050,10470,10690,10890,11080,11030,11270,11480,11110,10870,11090,11420,11630,12130,12750,13180,14420
